#Angle  , PSD,
	0 , 3.64492e+006
0.005 , 4.02518e+006
 0.01 , 4.12842e+006
0.015 , 3.90083e+006
 0.02 , 3.36168e+006
0.025 , 2.71999e+006
 0.03 , 2.135e+006
0.035 , 1.69239e+006
 0.04 , 1.40527e+006
0.045 , 1.25854e+006
 0.05 , 1.19606e+006
0.055 , 1.1838e+006
 0.06 , 1.19839e+006
0.065 , 1.21294e+006
 0.07 , 1.25011e+006
0.075 , 1.2984e+006
 0.08 , 1.35205e+006
0.085 , 1.40721e+006
 0.09 , 1.46696e+006
0.095 , 1.52915e+006
  0.1 , 1.58843e+006
0.105 , 1.65029e+006
 0.11 , 1.70547e+006
0.115 , 1.76648e+006
 0.12 , 1.82447e+006
0.125 , 1.8833e+006
 0.13 , 1.93608e+006
0.135 , 1.99104e+006
 0.14 , 2.0389e+006
0.145 , 2.0703e+006
 0.15 , 2.09849e+006
0.155 , 2.12092e+006
 0.16 , 2.13589e+006
0.165 , 2.1671e+006
 0.17 , 2.2016e+006
0.175 , 2.25195e+006
 0.18 , 2.29037e+006
0.185 , 2.32883e+006
 0.19 , 2.34334e+006
0.195 , 2.3331e+006
  0.2 , 2.2793e+006
0.205 , 2.1765e+006
 0.21 , 1.9988e+006
0.215 , 1.77737e+006
 0.22 , 1.50306e+006
0.225 , 1.20578e+006
 0.23 , 924363
0.235 , 689343
 0.24 , 503694
0.245 , 360998
 0.25 , 284825
0.255 , 249968
 0.26 , 231664
0.265 , 213104
 0.27 , 185119
0.275 , 151430
 0.28 , 120348
0.285 ,  96075
 0.29 ,  84198
0.295 ,  82203
  0.3 ,  84382
0.305 ,  85558
 0.31 ,  82103
0.315 ,  74338
 0.32 ,  62456
0.325 ,  50787
 0.33 ,  41711
0.335 ,  37537
 0.34 ,  37212
0.345 ,  39003
 0.35 ,  41291
0.355 ,  41848
 0.36 ,  39082
0.365 ,  34356
 0.37 ,  28296
0.375 ,  23297
 0.38 ,  20277
0.385 ,  19179
 0.39 ,  19896
0.395 ,  21674
  0.4 ,  23053
0.405 ,  22849
 0.41 ,  21299
0.415 ,  18686
 0.42 ,  15615
0.425 ,  13035
 0.43 ,  11388
0.435 ,  11070
 0.44 ,  11818
0.445 ,  12593
 0.45 ,  13218
0.455 ,  13478
 0.46 ,  12721
0.465 ,  11179
 0.47 ,   9269
0.475 ,   7793
 0.48 ,   7006
0.485 ,   6804
 0.49 ,   7048
0.495 ,   7527
  0.5 ,   8230
0.505 ,   8040
 0.51 ,   7861
0.515 ,   6724
 0.52 ,   5742
0.525 ,   4929
 0.53 ,   4267
0.535 ,   4174
 0.54 ,   4322
0.545 ,   4661
 0.55 ,   4833
0.555 ,   5005
 0.56 ,   4875
0.565 ,   4450
 0.57 ,   3871
0.575 ,   3362
 0.58 ,   2893
0.585 ,   2670
 0.59 ,   2725
0.595 ,   3035
  0.6 ,   3163
0.605 ,   3360
 0.61 ,   3281
0.615 ,   3152
 0.62 ,   2783
0.625 ,   2405
 0.63 ,   2040
0.635 ,   1893
 0.64 ,   1856
0.645 ,   1911
 0.65 ,   2042
0.655 ,   2172
 0.66 ,   2335
0.665 ,   2216
 0.67 ,   2006
0.675 ,   1758
 0.68 ,   1467
0.685 ,   1319
 0.69 ,   1195
0.695 ,   1309
  0.7 ,   1439
0.705 ,   1529
 0.71 ,   1558
0.715 ,   1589
 0.72 ,   1477
0.725 ,   1300
 0.73 ,   1141
0.735 ,    988
 0.74 ,    876
0.745 ,    905
 0.75 ,    956
0.755 ,   1070
 0.76 ,   1166
0.765 ,   1109
 0.77 ,   1113
0.775 ,   1032
 0.78 ,    887
0.785 ,    799
 0.79 ,    679
0.795 ,    651
  0.8 ,    663
0.805 ,    766
 0.81 ,    779
0.815 ,    839
 0.82 ,    810
0.825 ,    730
 0.83 ,    674
0.835 ,    571
 0.84 ,    540
0.845 ,    482
 0.85 ,    462
0.855 ,    510
 0.86 ,    579
0.865 ,    546
 0.87 ,    612
0.875 ,    608
 0.88 ,    517
0.885 ,    455
 0.89 ,    425
0.895 ,    406
  0.9 ,    370
0.905 ,    397
 0.91 ,    404
0.915 ,    412
 0.92 ,    468
0.925 ,    437
 0.93 ,    403
0.935 ,    428
 0.94 ,    340
0.945 ,    316
 0.95 ,    280
0.955 ,    269
 0.96 ,    294
0.965 ,    317
 0.97 ,    356
0.975 ,    323
 0.98 ,    346
0.985 ,    271
 0.99 ,    258
0.995 ,    207
	1 ,    224
1.005 ,    187
 1.01 ,    199
1.015 ,    232
 1.02 ,    205
1.025 ,    274
 1.03 ,    214
1.035 ,    225
 1.04 ,    237
1.045 ,    209
 1.05 ,    183
1.055 ,    156
 1.06 ,    155
1.065 ,    157
 1.07 ,    197
1.075 ,    171
 1.08 ,    176
1.085 ,    175
 1.09 ,    198
1.095 ,    158
  1.1 ,    146
1.105 ,    133
 1.11 ,    108
1.115 ,    134
 1.12 ,    130
1.125 ,    143
 1.13 ,    146
1.135 ,    141
 1.14 ,    127
1.145 ,    119
 1.15 ,    103
1.155 ,    105
 1.16 ,    102
1.165 ,     89
 1.17 ,    108
1.175 ,    100
 1.18 ,    109
1.185 ,    104
 1.19 ,    115
1.195 ,     96
  1.2 ,     95
1.205 ,     73
 1.21 ,     65
1.215 ,     68
 1.22 ,     78
1.225 ,     72
 1.23 ,     63
1.235 ,     87
 1.24 ,     98
1.245 ,     88
 1.25 ,     88
1.255 ,     59
 1.26 ,     65
1.265 ,     58
 1.27 ,     61
1.275 ,     65
 1.28 ,     67
1.285 ,     67
 1.29 ,     68
1.295 ,     69
  1.3 ,     70
1.305 ,     72
 1.31 ,     56
1.315 ,     52
 1.32 ,     42
1.325 ,     56
 1.33 ,     55
1.335 ,     38
 1.34 ,     46
1.345 ,     66
 1.35 ,     44
1.355 ,     51
 1.36 ,     49
1.365 ,     39
 1.37 ,     43
1.375 ,     42
 1.38 ,     34
1.385 ,     40
 1.39 ,     39
1.395 ,     34
  1.4 ,     49
1.405 ,     37
 1.41 ,     41
1.415 ,     39
 1.42 ,     31
1.425 ,     40
 1.43 ,     23
1.435 ,     24
 1.44 ,     31
1.445 ,     34
 1.45 ,     32
1.455 ,     34
 1.46 ,     29
1.465 ,     27
 1.47 ,     34
1.475 ,     18
 1.48 ,     26
1.485 ,     26
 1.49 ,     23
1.495 ,     30
  1.5 ,     22
1.505 ,     27
 1.51 ,     25
1.515 ,     24
 1.52 ,     25
1.525 ,     17
 1.53 ,     22
1.535 ,     10
 1.54 ,     12
1.545 ,     20
 1.55 ,     20
1.555 ,     19
 1.56 ,     21
1.565 ,     15
 1.57 ,     26
1.575 ,     14
 1.58 ,     20
1.585 ,     12
 1.59 ,     19
1.595 ,     19
  1.6 ,     19
1.605 ,      8
 1.61 ,     10
1.615 ,     19
 1.62 ,     23
1.625 ,     21
 1.63 ,     13
1.635 ,      9
 1.64 ,     11
1.645 ,      9
 1.65 ,     18
1.655 ,     15
 1.66 ,      9
1.665 ,      9
 1.67 ,     16
1.675 ,     14
 1.68 ,      8
1.685 ,     11
 1.69 ,     15
1.695 ,      8
  1.7 ,     11
1.705 ,      9
 1.71 ,     13
1.715 ,     10
 1.72 ,      9
1.725 ,      7
 1.73 ,     13
1.735 ,     10
 1.74 ,     14
1.745 ,     11
 1.75 ,      8
1.755 ,      9
 1.76 ,     11
1.765 ,      6
 1.77 ,      9
1.775 ,     11
 1.78 ,      8
1.785 ,      9
 1.79 ,     11
1.795 ,     10
  1.8 ,      6
1.805 ,     14
 1.81 ,     10
1.815 ,     11
 1.82 ,      4
1.825 ,      7
 1.83 ,      5
1.835 ,      8
 1.84 ,      7
1.845 ,      5
 1.85 ,      9
1.855 ,      6
 1.86 ,      9
1.865 ,      1
 1.87 ,      3
1.875 ,      6
 1.88 ,      3
1.885 ,      9
 1.89 ,      3
1.895 ,      3
  1.9 ,      8
1.905 ,      5
 1.91 ,     11
1.915 ,      5
 1.92 ,      5
1.925 ,      9
 1.93 ,      5
1.935 ,      7
 1.94 ,      6
1.945 ,      7
 1.95 ,      3
1.955 ,      2
 1.96 ,      6
1.965 ,      3
 1.97 ,      1
1.975 ,      9
 1.98 ,     12
1.985 ,      4
 1.99 ,      7
1.995 ,      2
	2 ,      4
2.005 ,      5
 2.01 ,      5
2.015 ,      2
 2.02 ,      3
2.025 ,      1
 2.03 ,      5
2.035 ,      5
 2.04 ,      6
2.045 ,      4
 2.05 ,      4
2.055 ,      8
 2.06 ,      6
2.065 ,      3
 2.07 ,      1
2.075 ,      8
 2.08 ,      3
2.085 ,      3
 2.09 ,      6
2.095 ,      5
  2.1 ,      3
2.105 ,      3
 2.11 ,      1
2.115 ,      3
 2.12 ,      2
2.125 ,      5
 2.13 ,      3
2.135 ,      1
 2.14 ,      5
2.145 ,      4
 2.15 ,      1
2.155 ,      2
 2.16 ,      3
2.165 ,      5
 2.17 ,      4
2.175 ,      5
 2.18 ,      1
2.185 ,      7
 2.19 ,      2
2.195 ,      1
  2.2 ,      2
2.205 ,      4
 2.21 ,      2
2.215 ,      0
 2.22 ,      3
2.225 ,      2
 2.23 ,      1
2.235 ,      3
 2.24 ,      3
2.245 ,      2
 2.25 ,      6
2.255 ,      3
 2.26 ,      2
2.265 ,      2
 2.27 ,      0
2.275 ,      4
 2.28 ,      1
2.285 ,      0
 2.29 ,      4
2.295 ,      3
  2.3 ,      0
2.305 ,      1
 2.31 ,      4
2.315 ,      1
 2.32 ,      1
2.325 ,      4
 2.33 ,      2
2.335 ,      4
 2.34 ,      3
2.345 ,      3
 2.35 ,      1
2.355 ,      3
 2.36 ,      1
2.365 ,      0
 2.37 ,      0
2.375 ,      0
 2.38 ,      2
2.385 ,      1
 2.39 ,      0
2.395 ,      1
  2.4 ,      1
2.405 ,      1
 2.41 ,      2
2.415 ,      3
 2.42 ,      2
2.425 ,      3
 2.43 ,      4
2.435 ,      2
 2.44 ,      2
2.445 ,      0
 2.45 ,      1
2.455 ,      1
 2.46 ,      2
2.465 ,      3
 2.47 ,      2
2.475 ,      1
 2.48 ,      1
2.485 ,      4
 2.49 ,      1
2.495 ,      0
  2.5 ,      1
