#Angle,       PSD,
1.605,         1,
 1.61,         4,
1.615,         1,
 1.62,         2,
1.625,         3,
 1.63,         3,
1.635,         1,
 1.64,         4,
1.645,         3,
 1.65,         3,
1.655,         5,
 1.66,         2,
1.665,         4,
 1.67,         0,
1.675,         5,
 1.68,         2,
1.685,         2,
 1.69,         3,
1.695,         1,
  1.7,         1,
1.705,         3,
 1.71,         3,
1.715,         3,
 1.72,         1,
1.725,         2,
 1.73,         3,
1.735,         2,
 1.74,         2,
1.745,         0,
 1.75,         3,
1.755,         2,
 1.76,         1,
1.765,         3,
 1.77,         1,
1.775,         2,
 1.78,         2,
1.785,         1,
 1.79,         2,
1.795,         0,
  1.8,         0,
1.805,         0,
 1.81,         0,
1.815,         1,
 1.82,         2,
1.825,         2,
 1.83,         3,
1.835,         1,
 1.84,         1,
1.845,         1,
 1.85,         2,
1.855,         2,
 1.86,         2,
1.865,         4,
 1.87,         0,
1.875,         1,
 1.88,         1,
1.885,         2,
 1.89,         1,
1.895,         0,
  1.9,         3,
1.905,         1,
 1.91,         1,
1.915,         0,
 1.92,         1,
1.925,         1,
 1.93,         1,
1.935,         2,
 1.94,         2,
1.945,         0,
 1.95,         1,
1.955,         2,
 1.96,         2,
1.965,         1,
 1.97,         2,
1.975,         0,
 1.98,         1,
1.985,         1,
 1.99,         1,
1.995,         0,
	2,         1,
2.005,         0,
 2.01,         0,
2.015,         1,
 2.02,         2,
2.025,         1,
 2.03,         3,
2.035,         1,
 2.04,         0,
2.045,         1,
 2.05,         0,
2.055,         2,
 2.06,         0,
2.065,         0,
 2.07,         0,
2.075,         0,
 2.08,         2,
2.085,         0,
 2.09,         1,
2.095,         0,
  2.1,         1,
2.105,         1,
 2.11,         0,
2.115,         1,
 2.12,         4,
2.125,         3,
 2.13,         1,
2.135,         0,
 2.14,         1,
2.145,         0,
 2.15,         1,
2.155,         0,
 2.16,         0,
2.165,         1,
 2.17,         0,
2.175,         1,
 2.18,         1,
2.185,         1,
 2.19,         1,
2.195,         3,
  2.2,         1,
2.205,         2,
 2.21,         0,
2.215,         1,
 2.22,         2,
2.225,         1,
 2.23,         1,
2.235,         0,
 2.24,         2,
2.245,         1,
 2.25,         0,
2.255,         2,
 2.26,         1,
2.265,         3,
 2.27,         1,
2.275,         1,
 2.28,         0,
2.285,         0,
 2.29,         0,
2.295,         0,
  2.3,         1,
2.305,         1,
 2.31,         3,
2.315,         1,
 2.32,         1,
2.325,         1,
 2.33,         1,
2.335,         0,
 2.34,         2,
2.345,         0,
 2.35,         0,
2.355,         0,
 2.36,         0,
2.365,         2,
 2.37,         0,
2.375,         1,
 2.38,         2,
2.385,         1,
 2.39,         1,
2.395,         0,
  2.4,         0,
2.405,         0,
 2.41,         0,
2.415,         2,
 2.42,         1,
2.425,         2,
 2.43,         1,
2.435,         3,
 2.44,         1,
2.445,         1,
 2.45,         2,
2.455,         0,
 2.46,         3,
2.465,         1,
 2.47,         1,
2.475,         1,
 2.48,         2,
2.485,         1,
 2.49,         1,
2.495,         2,
  2.5,         0,
